mag_id	species	superkingdom	phylum	class	data_type	source	access	note
3300005298_21	3300005298_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014571_9	3300014571_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010280_19	3300010280_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029512_12	3300029512_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020109_64	3300020109_64	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010260_12	3300010260_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027690_65	3300027690_65	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027690_16	3300027690_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027373_6	3300027373_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022661_125	3300022661_125	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011834_6	3300011834_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027896_119	3300027896_119	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028483_6	3300028483_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025458_21	3300025458_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300003114_3	3300003114_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300002544_1	3300002544_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029013_3	3300029013_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027283_27	3300027283_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020690_1	3300020690_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010274_21	3300010274_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014954_17	3300014954_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024301_42	3300024301_42	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014755_14	3300014755_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029126_6	3300029126_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017419_31	3300017419_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006226_65	3300006226_65	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012832_7	3300012832_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027839_100	3300027839_100	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029700_23	3300029700_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029791_15	3300029791_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029819_17	3300029819_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027262_11	3300027262_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014555_5	3300014555_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011834_8	3300011834_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005529_26	3300005529_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025618_40	3300025618_40	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014655_7	3300014655_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025597_18	3300025597_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027867_8	3300027867_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029856_28	3300029856_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029893_10	3300029893_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025516_16	3300025516_16	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012889_40	3300012889_40	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026288_35	3300026288_35	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024490_1	3300024490_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006200_1	3300006200_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025052_11	3300025052_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027819_61	3300027819_61	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029780_12	3300029780_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013753_8	3300013753_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029256_12	3300029256_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011459_1	3300011459_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013126_109	3300013126_109	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027796_43	3300027796_43	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026127_1	3300026127_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026851_4	3300026851_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008361_2	3300008361_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029588_15	3300029588_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025618_26	3300025618_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025730_36	3300025730_36	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011491_1	3300011491_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025230_9	3300025230_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025237_2	3300025237_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027028_10	3300027028_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012825_4	3300012825_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011665_4	3300011665_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006257_9	3300006257_9	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029696_20	3300029696_20	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025724_22	3300025724_22	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011226_3	3300011226_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025662_24	3300025662_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011747_3	3300011747_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008482_15	3300008482_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013660_1	3300013660_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025656_18	3300025656_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026095_31	3300026095_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029461_8	3300029461_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029880_14	3300029880_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300013283_2	3300013283_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025295_12	3300025295_12	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027607_33	3300027607_33	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024975_8	3300024975_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014549_6	3300014549_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300022753_100	3300022753_100	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027797_30	3300027797_30	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029589_28	3300029589_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024930_3	3300024930_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029610_30	3300029610_30	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007317_17	3300007317_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027967_14	3300027967_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027815_37	3300027815_37	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300003130_3	3300003130_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029426_5	3300029426_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029425_15	3300029425_15	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008748_10	3300008748_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027515_10	3300027515_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029432_24	3300029432_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029315_8	3300029315_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300008520_38	3300008520_38	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005529_32	3300005529_32	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300012808_8	3300012808_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021093_72	3300021093_72	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029119_10	3300029119_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029566_27	3300029566_27	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029703_13	3300029703_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029773_13	3300029773_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025696_13	3300025696_13	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
Antonospora	Antonospora	Eukaryota	Unknown		unsupervised	Ensembl/Other	Unknown	Named organism, source unclear
3300003109_2	3300003109_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020341_4	3300020341_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025029_2	3300025029_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005958_4	3300005958_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300009709_21	3300009709_21	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029377_34	3300029377_34	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025248_4	3300025248_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029378_23	3300029378_23	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021343_17	3300021343_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300028570_38	3300028570_38	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026969_3	3300026969_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011970_5	3300011970_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011618_1	3300011618_1	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029544_10	3300029544_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027645_7	3300027645_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029060_18	3300029060_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300024923_3	3300024923_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029742_31	3300029742_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005253_7	3300005253_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027353_7	3300027353_7	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029217_6	3300029217_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017816_10	3300017816_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300005286_24	3300005286_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014545_5	3300014545_5	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027744_10	3300027744_10	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300027328_19	3300027328_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300007501_3	3300007501_3	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300014037_28	3300014037_28	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300017513_31	3300017513_31	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029473_11	3300029473_11	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011215_8	3300011215_8	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006525_18	3300006525_18	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011790_6	3300011790_6	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300026035_37	3300026035_37	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300020189_33	3300020189_33	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300010269_17	3300010269_17	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029566_26	3300029566_26	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029482_4	3300029482_4	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300006499_24	3300006499_24	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029030_2	3300029030_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029540_19	3300029540_19	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300011357_2	3300011357_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300002481_33	3300002481_33	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300029350_14	3300029350_14	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300021125_2	3300021125_2	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
3300025881_45	3300025881_45	Bacteria	Unknown		unsupervised	IMG/JGI	Restricted	Requires institutional IMG/JGI access
